,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
4016,"Amsterdam, North Holland, Netherlands",within an hour,100,100,f,unknown,0,0,"['email', 'phone']",t,t,Centrum-West,52.38029,4.89297,Private room in bed and breakfast,Private room,4,1 private bath,2.0,2.0,"[""Hangers"", ""Breakfast"", ""Cooking basics"", ""Shampoo"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""TV"", ""Heating"", ""Smoke alarm"", ""Long term stays allowed"", ""Dedicated workspace"", ""Washer"", ""Wifi"", ""Dryer"", ""Iron"", ""Essentials""]",115.0,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,13,43,73,348,0,0,0,0,0,0,0,0,0,0,0,t,1,0,1,0,0
4017,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,unknown,0,0,['phone'],t,f,Bos en Lommer,52.37449,4.84282,Entire condominium (condo),Entire home/apt,4,1.5 baths,2.0,2.0,"[""Hair dryer"", ""Dedicated workspace"", ""Washer"", ""Dishes and silverware"", ""Iron"", ""Cooking basics"", ""Cleaning products"", ""Refrigerator"", ""Long term stays allowed"", ""Outdoor furniture"", ""Wifi"", ""Essentials"", ""Drying rack for clothing"", ""Coffee maker"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Bed linens"", ""Host greets you"", ""Private patio or balcony"", ""Oven"", ""Dishwasher"", ""Paid street parking off premises"", ""Freezer"", ""Heating""]",196.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,t,11,15,15,15,0,0,0,0,0,0,0,0,0,0,0,t,1,1,0,0,0
4018,"Amsterdam, North Holland, Netherlands",within an hour,100,91,t,Oosterparkbuurt,3,3,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,Oud-Oost,52.35869,4.91334,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Hair dryer"", ""Stove"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Baking sheet"", ""Cooking basics"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Bed linens"", ""Microwave"", ""Private patio or balcony"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating""]",70.0,5,14,5.0,5.0,1125.0,1125.0,5.0,1125.0,t,0,0,0,0,4,0,0,2019-09-01,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,2,1,1,0,0.13
4019,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,unknown,0,0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,De Baarsjes - Oud-West,52.35742,4.85573,Entire condominium (condo),Entire home/apt,4,1.5 baths,2.0,2.0,"[""Outdoor dining area"", ""Board games"", ""Hot water kettle"", ""Hair dryer"", ""Washer"", ""Ethernet connection"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Baking sheet"", ""Dining table"", ""Cooking basics"", ""Cleaning products"", ""Long term stays allowed"", ""Fire extinguisher"", ""Wifi"", ""Portable fans"", ""Essentials"", ""First aid kit"", ""Drying rack for clothing"", ""Cleaning before checkout"", ""Clothing storage: closet"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Room-darkening shades"", ""Kitchen"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Bed linens"", ""Bluetooth sound system"", ""Game console: PS4"", ""Central heating"", ""Carbon monoxide alarm"", ""Body soap"", ""Freezer"", ""Bathtub"", ""Toaster"", ""Private patio or balcony"", ""Oven"", ""Dishwasher"", ""Conditioner"", ""Paid street parking off premises"", ""Dedicated workspace"", ""Gas stove"", ""Smeg refrigerator"", ""Wine glasses""]",180.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,1,1,0,0,0
4020,"Amsterdam, North Holland, Netherlands",within a few hours,100,30,f,unknown,1,1,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,De Baarsjes - Oud-West,52.36378,4.8763,Entire residential home,Entire home/apt,4,1.5 baths,3.0,4.0,"[""Air conditioning"", ""Board games"", ""Extra pillows and blankets"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Stove"", ""Washer"", ""Ethernet connection"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Dining table"", ""Cooking basics"", ""Cleaning products"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Long term stays allowed"", ""Wifi"", ""Essentials"", ""Drying rack for clothing"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Backyard"", ""High chair"", ""Bed linens"", ""Microwave"", ""Children\u2019s books and toys"", ""Carbon monoxide alarm"", ""Body soap"", ""Freezer"", ""Bathtub"", ""Toaster"", ""Nespresso machine"", ""Oven"", ""Dishwasher"", ""Conditioner"", ""Shared patio or balcony"", ""Dedicated workspace"", ""Heating"", ""Wine glasses""]",371.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,17,28,38,173,6,6,0,2021-10-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,1.06
4021,"Amsterdam, North Holland, Netherlands",within an hour,100,100,t,Oud-West,1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,De Baarsjes - Oud-West,52.36699,4.8551,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Hangers"", ""Paid parking off premises"", ""Coffee maker"", ""Cooking basics"", ""Shampoo"", ""Stove"", ""Kitchen"", ""Hot water"", ""Heating"", ""Oven"", ""Refrigerator"", ""Dishwasher"", ""Long term stays allowed"", ""Washer"", ""Patio or balcony"", ""Wifi"", ""Dishes and silverware"", ""Iron"", ""Essentials""]",80.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,0,0,0,0,24,2,0,2019-05-13,4.96,4.83,4.83,4.96,5.0,4.48,4.61,f,1,1,0,0,0.53
4022,"Amsterdam, North Holland, Netherlands",unknown,0,93,f,Spaarndammer en Zeeheldenbuurt,1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,Westerpark,52.38589,4.88294,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,"[""Hangers"", ""Cooking basics"", ""Shampoo"", ""Stove"", ""Kitchen"", ""Microwave"", ""Hot water"", ""TV"", ""Heating"", ""Smoke alarm"", ""Oven"", ""Refrigerator"", ""Dishwasher"", ""Private entrance"", ""Dedicated workspace"", ""Washer"", ""Patio or balcony"", ""Wifi"", ""Dishes and silverware"", ""Essentials""]",150.0,4,12,4.0,4.0,12.0,12.0,4.0,12.0,t,0,0,0,0,23,5,0,2020-01-19,4.39,4.7,3.52,4.78,4.78,4.87,4.48,f,1,1,0,0,0.66
4023,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,Rivierenbuurt,1,1,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,De Pijp - Rivierenbuurt,52.34119,4.89622,Entire rental unit,Entire home/apt,4,1.5 baths,3.0,3.0,"[""Luggage dropoff allowed"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Stove"", ""Washer"", ""Ethernet connection"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Cooking basics"", ""Single level home"", ""TV with standard cable"", ""Long term stays allowed"", ""Babysitter recommendations"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Indoor fireplace"", ""Shampoo"", ""BBQ grill"", ""Room-darkening shades"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Private entrance"", ""Backyard"", ""High chair"", ""Bed linens"", ""Children\u2019s books and toys"", ""Carbon monoxide alarm"", ""Cable TV"", ""Paid parking off premises"", ""Bathtub"", ""Host greets you"", ""Outlet covers"", ""Oven"", ""Dishwasher"", ""Heating"", ""Patio or balcony"", ""Changing table""]",110.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0,22,0,0,2019-07-22,4.77,4.95,4.82,4.95,4.95,4.67,4.81,f,1,1,0,0,0.33
4024,"Amsterdam, North Holland, Netherlands",within an hour,100,98,t,unknown,2,2,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,De Pijp - Rivierenbuurt,52.35183,4.88692,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,"[""Luggage dropoff allowed"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Central air conditioning"", ""Hair dryer"", ""Hot water kettle"", ""Stove"", ""Waterfront"", ""Lockbox"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Baking sheet"", ""Dining table"", ""Cooking basics"", ""Dove body soap"", ""Cleaning products"", ""Refrigerator"", ""Long term stays allowed"", ""Fire extinguisher"", ""Wifi"", ""Outdoor furniture"", ""Essentials"", ""First aid kit"", ""Andrelon conditioner"", ""Clothing storage: closet"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Room-darkening shades"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Laundromat nearby"", ""Private entrance"", ""Backyard"", ""Bed linens"", ""Microwave"", ""Carbon monoxide alarm"", ""Freezer"", ""Paid parking off premises"", ""Nespresso machine"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony"", ""Free washer \u2013 In unit"", ""Wine glasses""]",149.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,13,37,61,287,176,21,6,2021-11-12,4.91,4.91,4.94,4.97,4.97,4.95,4.72,t,2,2,0,0,3.94
4025,NL,unknown,0,0,f,Jordaan,1,1,['phone'],t,f,Centrum-West,52.37977,4.87904,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Cooking basics"", ""Stove"", ""Kitchen"", ""Private entrance"", ""Smoke alarm"", ""Heating"", ""TV"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Washer"", ""Wifi"", ""Essentials""]",110.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,0,0,0,10,0,0,2019-12-09,4.8,4.9,4.9,5.0,4.9,5.0,4.9,f,1,1,0,0,0.33
4026,"Amsterdam, North Holland, Netherlands",within an hour,100,85,t,Oud-West,2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,De Baarsjes - Oud-West,52.36393,4.87508,Private room in rental unit,Private room,2,1 private bath,1.0,2.0,"[""Luggage dropoff allowed"", ""Hair dryer"", ""Pocket wifi"", ""Stove"", ""Washer"", ""Ethernet connection"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Cooking basics"", ""TV with standard cable"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""First aid kit"", ""Coffee maker"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""Lock on bedroom door"", ""Microwave"", ""Carbon monoxide alarm"", ""Cable TV"", ""Paid parking off premises"", ""Host greets you"", ""Oven"", ""Dedicated workspace"", ""Heating""]",129.0,4,31,3.0,4.0,31.0,31.0,4.0,31.0,t,8,34,64,64,96,11,0,2021-10-15,4.84,4.93,4.9,4.93,4.97,4.93,4.59,t,2,1,1,0,2.77
4027,"Amsterdam, North Holland, Netherlands",unknown,0,75,f,Nieuwendam-Noord,1,1,"['email', 'phone']",t,f,Noord-Oost,52.38883,4.95662,Entire residential home,Entire home/apt,4,1.5 baths,4.0,5.0,"[""Free parking on premises"", ""Hair dryer"", ""Washer"", ""Dishes and silverware"", ""Dryer"", ""Hangers"", ""Cooking basics"", ""Free street parking"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Indoor fireplace"", ""Shampoo"", ""Kitchen"", ""Private entrance"", ""TV"", ""Smoke alarm"", ""Backyard"", ""Microwave"", ""Carbon monoxide alarm"", ""Breakfast"", ""Host greets you"", ""Heating""]",177.0,3,30,3.0,3.0,30.0,30.0,3.0,30.0,t,0,0,0,0,12,3,0,2020-02-16,4.82,4.91,4.36,4.91,5.0,4.45,4.55,t,1,1,0,0,0.38
4028,"Amsterdam, North Holland, Netherlands",within a few hours,100,100,f,IJplein en Vogelbuurt,3,3,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Oud-Noord,52.38669,4.91925,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,"[""Hair dryer"", ""Washer"", ""Dryer"", ""Iron"", ""Hangers"", ""Cooking basics"", ""Long term stays allowed"", ""Refrigerator"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Kitchen"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Bed linens"", ""Paid parking on premises"", ""Carbon monoxide alarm"", ""Host greets you"", ""Heating""]",85.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,249,119,0,0,2019-04-23,4.67,4.82,4.92,4.84,4.87,4.41,4.44,f,2,0,2,0,1.89
4029,"Amsterdam, North Holland, The Netherlands",unknown,0,0,f,unknown,1,1,"['email', 'phone', 'reviews', 'selfie', 'identity_manual']",t,t,IJburg - Zeeburgereiland,52.35234,4.99925,Entire villa,Entire home/apt,6,3 baths,3.0,3.0,"[""First aid kit"", ""Hangers"", ""Free parking on premises"", ""Hair dryer"", ""Shampoo"", ""BBQ grill"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""TV"", ""Heating"", ""Smoke alarm"", ""Long term stays allowed"", ""Washer"", ""Fire extinguisher"", ""Wifi"", ""Dryer"", ""Iron"", ""Essentials""]",250.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,f,1,1,0,0,0
4030,"Amsterdam, North Holland, Netherlands",unknown,0,0,t,Bos en Lommer,1,1,"['email', 'phone', 'reviews']",t,f,Bos en Lommer,52.37543,4.84768,Entire rental unit,Entire home/apt,4,1.5 baths,3.0,3.0,"[""Children\u2019s dinnerware"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Cooking basics"", ""TV with standard cable"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""BBQ grill"", ""Room-darkening shades"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Bed linens"", ""Microwave"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Elevator"", ""Cable TV"", ""Paid parking off premises"", ""Bathtub"", ""Host greets you"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony""]",150.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,0,0,0,40,0,0,2019-08-19,4.78,4.88,4.43,4.95,4.93,4.65,4.73,f,1,1,0,0,0.52
4031,"Amsterdam, North Holland, Netherlands",within an hour,100,100,t,unknown,0,0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Centrum-Oost,52.37236,4.90693,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,"[""Air conditioning"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Mini fridge"", ""Iron"", ""Hangers"", ""Long term stays allowed"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Shampoo"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Lock on bedroom door"", ""Bed linens"", ""Elevator"", ""Body soap"", ""Bathtub"", ""Nespresso machine"", ""Conditioner"", ""Dedicated workspace"", ""Heating""]",205.0,1,365,1.0,3.0,1000.0,1000.0,1.3,1000.0,t,10,39,69,344,3,2,0,2021-10-03,4.67,5.0,5.0,5.0,5.0,4.67,4.33,t,8,0,8,0,0.21
4032,Netherlands,within a few hours,100,50,f,Indische Buurt,1,1,"['email', 'phone']",t,f,Oostelijk Havengebied - Indische Buurt,52.36451,4.93759,Entire rental unit,Entire home/apt,2,1 bath,1.577414409810935,1.0,"[""Extra pillows and blankets"", ""Stove"", ""Mini fridge"", ""Washer"", ""Dishes and silverware"", ""Iron"", ""Trash compactor"", ""Dining table"", ""Cooking basics"", ""Cleaning products"", ""Refrigerator"", ""Wifi"", ""Essentials"", ""Drying rack for clothing"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Bed linens"", ""Microwave"", ""Freezer"", ""Security cameras on property"", ""Toaster"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Wine glasses""]",90.0,2,3,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,4,23,0,0,2018-11-25,4.68,4.68,4.0,4.82,4.86,4.77,4.5,t,1,1,0,0,0.63
4033,Netherlands,unknown,0,100,t,Oud-West,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,De Baarsjes - Oud-West,52.36116,4.86508,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,"[""Hot water kettle"", ""Hair dryer"", ""Stove"", ""Washer"", ""Keurig coffee machine"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Cooking basics"", ""Cleaning products"", ""Refrigerator"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Kitchen"", ""Laundromat nearby"", ""Hot water"", ""TV"", ""Private entrance"", ""Bed linens"", ""Microwave"", ""Body soap"", ""Freezer"", ""Paid parking off premises"", ""Bathtub"", ""Host greets you"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony"", ""Wine glasses""]",114.0,3,6,3.0,3.0,6.0,6.0,3.0,6.0,t,0,0,0,0,34,1,0,2019-12-01,4.88,4.88,4.94,4.97,4.97,4.91,4.76,f,1,1,0,0,0.55
4034,"Amsterdam, North Holland, The Netherlands",unknown,0,0,f,Oud-West,1,1,"['email', 'phone', 'reviews']",t,t,De Baarsjes - Oud-West,52.36161,4.86998,Entire residential home,Entire home/apt,4,2 baths,3.0,3.0,"[""Luggage dropoff allowed"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Iron"", ""Hangers"", ""TV with standard cable"", ""Babysitter recommendations"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Indoor fireplace"", ""Shampoo"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""Paid parking on premises"", ""Carbon monoxide alarm"", ""Cable TV"", ""Paid parking off premises"", ""Host greets you"", ""Dedicated workspace"", ""Heating""]",275.0,3,20,3.0,3.0,20.0,20.0,3.0,20.0,t,0,0,0,0,4,0,0,2018-07-30,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,1,1,0,0,0.08
4035,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,Tuindorp Oostzaan,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,Noord-West,52.41261,4.90137,Private room in bed and breakfast,Private room,2,1 private bath,1.0,1.0,"[""Free parking on premises"", ""Breakfast"", ""Hair dryer"", ""Private entrance"", ""Lock on bedroom door"", ""Heating"", ""Fire extinguisher"", ""Wifi"", ""Essentials""]",85.0,2,7,2.0,2.0,7.0,7.0,2.0,7.0,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,1,0,1,0,0
4036,NL,unknown,0,0,f,unknown,0,0,"['email', 'phone']",t,t,Centrum-Oost,52.36267,4.90526,Entire residential home,Entire home/apt,4,2 baths,3.0,2.0,"[""Outdoor dining area"", ""Changing table"", ""Hair dryer"", ""Hot water kettle"", ""Children\u2019s dinnerware"", ""Waterfront"", ""Dishes and silverware"", ""Iron"", ""HDTV"", ""Dining table"", ""Cooking basics"", ""Cleaning products"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""SONOS sound system"", ""Fire extinguisher"", ""Wifi"", ""Portable fans"", ""Outdoor furniture"", ""Essentials"", ""First aid kit"", ""Drying rack for clothing"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Coffee maker"", ""BBQ grill"", ""Room-darkening shades"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Barbecue utensils"", ""Laundromat nearby"", ""Private entrance"", ""High chair"", ""Bed linens"", ""Microwave"", ""Carbon monoxide alarm"", ""Central heating"", ""Induction stove"", ""Free dryer \u2013 In unit"", ""Bathtub"", ""Outlet covers"", ""Nespresso machine"", ""Oven"", ""Dishwasher"", ""Private fenced garden or backyard"", ""Paid street parking off premises"", ""Freezer"", ""Lockbox"", ""Free washer \u2013 In unit"", ""Baby safety gates"", ""Wine glasses""]",300.0,3,5,3.0,3.0,5.0,5.0,3.0,5.0,t,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,f,1,1,0,0,0
4037,"Amsterdam, North Holland, The Netherlands",unknown,0,0,f,Weesperbuurt en Plantage,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Centrum-Oost,52.36182,4.90581,Entire loft,Entire home/apt,2,1 bath,2.0,3.0,"[""Children\u2019s dinnerware"", ""Stove"", ""Washer"", ""Ethernet connection"", ""Dryer"", ""Dishes and silverware"", ""Cooking basics"", ""TV with standard cable"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""BBQ grill"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""Bed linens"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Cable TV"", ""Paid parking off premises"", ""Host greets you"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony""]",149.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,t,0,0,0,0,23,0,0,2018-10-24,4.77,4.86,4.55,4.9,4.86,4.67,4.38,f,1,1,0,0,0.26
4038,The Netherlands,unknown,0,0,f,unknown,1,1,"['email', 'phone', 'google', 'reviews', 'jumio', 'work_email']",t,t,Bijlmer-Centrum,52.30767,4.97047,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,"[""Free parking on premises"", ""Hair dryer"", ""Stove"", ""Washer"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Cooking basics"", ""Free street parking"", ""TV with standard cable"", ""Long term stays allowed"", ""Refrigerator"", ""Fire pit"", ""Outdoor furniture"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Shampoo"", ""BBQ grill"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""EV charger"", ""Bed linens"", ""Microwave"", ""Carbon monoxide alarm"", ""Cable TV"", ""Bathtub"", ""Private patio or balcony"", ""Oven"", ""Dishwasher"", ""Private fenced garden or backyard"", ""Dedicated workspace"", ""Heating""]",150.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,t,0,0,0,0,12,2,0,2021-08-31,5.0,4.83,4.75,4.83,5.0,4.58,4.67,f,1,1,0,0,0.28
4039,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,Oud-West,1,1,"['email', 'phone', 'reviews', 'selfie', 'identity_manual']",t,t,De Baarsjes - Oud-West,52.36715,4.87044,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Stove"", ""Washer"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Cooking basics"", ""TV with standard cable"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Shampoo"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Bed linens"", ""Cable TV"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony""]",136.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0,9,0,0,2017-09-13,4.89,4.88,4.75,4.63,4.78,4.89,4.78,f,1,1,0,0,0.18
